movieId,title,year,popularity,genres
2402,Rambo: First Blood Part II,1985,5507,Action|Adventure|Thriller
2403,First Blood (Rambo: First Blood),1982,5879,Action|Adventure|Drama|Thriller
2404,Rambo III,1988,4014,Action|Adventure|Thriller|War
2405,"Jewel of the Nile, The",1985,6800,Action|Adventure|Comedy|Romance
2406,Romancing the Stone,1984,14724,Action|Adventure|Comedy|Romance
2407,Cocoon,1985,12109,Comedy|Sci-Fi
2408,Cocoon: The Return,1988,1984,Comedy|Sci-Fi
2409,Rocky II,1979,6032,Action|Drama
2410,Rocky III,1982,5712,Action|Drama
2411,Rocky IV,1985,5509,Action|Drama
2412,Rocky V,1990,3995,Action|Drama
2413,Clue,1985,4941,Comedy|Crime|Mystery|Thriller
2414,Young Sherlock Holmes,1985,2761,Action|Adventure|Children|Fantasy|Mystery|Thriller
2415,Violets Are Blue...,1986,75,Drama|Romance
2416,Back to School,1986,2755,Comedy
2417,Heartburn,1986,562,Comedy|Drama
2418,Nothing in Common,1986,696,Comedy
2419,Extremities,1986,382,Drama|Thriller
2420,"Karate Kid, The",1984,9286,Drama
2421,"Karate Kid, Part II, The",1986,6836,Action|Adventure|Drama
2422,"Karate Kid, Part III, The",1989,4157,Action|Adventure|Children|Drama
2423,Christmas Vacation (National Lampoon's Christmas Vacation),1989,6524,Comedy
2424,You've Got Mail,1998,12667,Comedy|Romance
2425,"General, The",1998,612,Crime
2426,"Theory of Flight, The",1998,172,Comedy|Drama|Romance
2427,"Thin Red Line, The",1998,9601,Action|Drama|War
2428,"Faculty, The",1998,6461,Horror|Sci-Fi
2429,Mighty Joe Young,1998,1602,Action|Adventure|Drama|Fantasy|Thriller
2430,Mighty Joe Young,1949,1006,Adventure|Children|Drama
2431,Patch Adams,1998,7050,Comedy|Drama
2432,Stepmom,1998,2387,Drama
2433,"Civil Action, A",1998,4235,Drama
2434,Down in the Delta,1998,284,Drama
2435,Hurlyburly,1998,692,Drama
2436,Tea with Mussolini,1999,1377,Comedy|Drama|War
2437,Wilde,1997,814,Drama
2438,Outside Ozona,1998,18,Comedy|Drama|Thriller
2439,Affliction,1997,1674,Drama
2440,Another Day in Paradise,1998,380,Drama
2441,"Hi-Lo Country, The",1998,206,Drama|Romance|Western
2442,Hilary and Jackie,1998,1416,Drama
2443,Playing by Heart,1998,1279,Drama|Romance
2444,24 7: Twenty Four Seven,1997,86,Comedy|Drama
2445,At First Sight,1999,816,Drama
2446,In Dreams,1999,636,Horror|Thriller
2447,Varsity Blues,1999,3217,Comedy|Drama
2448,Virus,1999,1494,Horror|Sci-Fi
2449,"Garbage Pail Kids Movie, The",1987,322,Adventure|Children|Comedy
2450,Howard the Duck,1986,3926,Adventure|Comedy|Sci-Fi
2451,"Gate, The",1987,722,Horror
2452,"Gate II: Trespassers, The",1990,98,Horror
2453,"Boy Who Could Fly, The",1986,1235,Drama|Fantasy
2454,"Fly, The",1958,3917,Horror|Mystery|Sci-Fi
2455,"Fly, The",1986,11438,Drama|Horror|Sci-Fi|Thriller
2456,"Fly II, The",1989,1859,Horror|Sci-Fi
2457,Running Scared,1986,1396,Action|Comedy
2458,Armed and Dangerous,1986,898,Comedy|Crime
2459,"Texas Chainsaw Massacre, The",1974,3401,Horror
2460,"Texas Chainsaw Massacre 2, The",1986,895,Horror
2461,Leatherface: Texas Chainsaw Massacre III,1990,438,Comedy|Horror|Thriller
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),1994,592,Horror
2463,Ruthless People,1986,3517,Comedy
2464,Trick or Treat,1986,142,Horror
2465,Deadly Friend,1986,253,Horror
2466,Belizaire the Cajun,1986,84,Drama
2467,"Name of the Rose, The (Name der Rose, Der)",1986,5908,Crime|Drama|Mystery|Thriller
2468,Jumpin' Jack Flash,1986,3064,Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married,1986,3857,Comedy|Drama
2470,Crocodile Dundee,1986,13399,Adventure|Comedy
2471,Crocodile Dundee II,1988,5896,Action|Adventure|Comedy
2472,Tough Guys,1986,552,Comedy
2473,Soul Man,1986,1298,Comedy
2474,"Color of Money, The",1986,3432,Drama
2475,52 Pick-Up,1986,650,Action|Mystery|Thriller
2476,Heartbreak Ridge,1986,2118,Action|War
2477,Firewalker,1986,327,Adventure
2478,¡Three Amigos!,1986,7393,Comedy|Western
2479,Gloria,1999,331,Drama|Thriller
2480,Dry Cleaning (Nettoyage à sec),1997,38,Drama
2481,My Name Is Joe,1998,461,Drama|Romance
2482,Still Crazy,1998,358,Comedy|Romance
2483,"Day of the Beast, The (Día de la Bestia, El)",1995,325,Adventure|Comedy|Thriller
2485,She's All That,1999,6502,Comedy|Romance
2486,"24 Hour Woman, The",1998,75,Comedy|Drama
2487,"Blood, Guts, Bullets and Octane",1998,116,Action|Comedy
2488,Peeping Tom,1960,1094,Drama|Horror|Thriller
2489,Spanish Fly,1998,25,Drama
2490,Payback,1999,9162,Action|Thriller
2491,Simply Irresistible,1999,913,Comedy|Romance
2492,20 Dates,1998,841,Comedy|Romance
2493,"Harmonists, The",1997,275,Drama
2494,"Last Days, The",1998,211,Documentary
2495,"Fantastic Planet, The (Planète sauvage, La)",1973,961,Animation|Sci-Fi
2496,Blast from the Past,1999,4217,Comedy|Romance
2497,Message in a Bottle,1999,2112,Romance
2498,My Favorite Martian,1999,932,Comedy|Sci-Fi
2499,God Said 'Ha!',1998,396,Comedy
2500,Jawbreaker,1999,1134,Comedy
2501,October Sky,1999,8653,Drama
2502,Office Space,1999,22567,Comedy|Crime
2503,"Apple, The (Sib)",1998,124,Drama
2504,200 Cigarettes,1999,1667,Comedy|Drama
2505,8MM,1999,4412,Drama|Mystery|Thriller
2506,"Other Sister, The",1999,1433,Comedy|Drama|Romance
2507,Breakfast of Champions,1999,485,Comedy|Sci-Fi
2508,"Breaks, The",1999,20,Comedy
2509,Eight Days a Week,1997,172,Comedy
2510,Just the Ticket,1999,77,Comedy|Romance
2511,"Long Goodbye, The",1973,1064,Crime|Film-Noir
2512,"Ballad of Narayama, The (Narayama bushiko)",1983,175,Drama
2513,Pet Sematary,1989,3833,Horror
2514,Pet Sematary II,1992,1058,Comedy|Horror
2515,Children of the Corn II: The Final Sacrifice,1993,477,Horror
2516,Children of the Corn III,1994,424,Horror
2517,Christine,1983,2330,Horror
2518,Night Shift,1982,2131,Comedy
2519,House on Haunted Hill,1959,861,Drama|Horror|Thriller
2520,Airport,1970,1618,Drama
2521,Airport 1975,1974,741,Action|Drama|Thriller
2522,Airport '77,1977,682,Drama
2523,Rollercoaster,1977,252,Drama|Thriller
2524,"Towering Inferno, The",1974,2078,Action|Adventure|Drama|Thriller
2525,Alligator,1980,783,Action|Horror|Sci-Fi
2526,Meteor,1979,634,Sci-Fi
2527,Westworld,1973,4368,Action|Sci-Fi|Thriller|Western
2528,Logan's Run,1976,5458,Action|Adventure|Sci-Fi
2529,Planet of the Apes,1968,13803,Action|Drama|Sci-Fi
2530,Beneath the Planet of the Apes,1970,2581,Action|Sci-Fi
2531,Battle for the Planet of the Apes,1973,2181,Action|Sci-Fi
2532,Conquest of the Planet of the Apes,1972,2121,Action|Sci-Fi
2533,Escape from the Planet of the Apes,1971,3955,Action|Sci-Fi
2534,Avalanche,1978,107,Action
2535,Earthquake,1974,743,Action|Drama|Thriller
2536,"Concorde: Airport '79, The",1979,344,Drama
2537,Beyond the Poseidon Adventure,1979,302,Adventure
2538,Dancemaker,1998,45,Documentary
2539,Analyze This,1999,10219,Comedy
2540,"Corruptor, The",1999,1123,Action|Crime|Drama|Thriller
2541,Cruel Intentions,1999,9730,Drama
2542,"Lock, Stock & Two Smoking Barrels",1998,17085,Comedy|Crime|Thriller
2543,Six Ways to Sunday,1997,55,Comedy
2544,"School of Flesh, The (École de la chair, L')",1998,131,Drama|Romance
2545,Relax... It's Just Sex,1998,148,Comedy
2546,"Deep End of the Ocean, The",1999,1089,Drama
2547,Harvest,1998,20,Drama
2548,"Rage: Carrie 2, The",1999,885,Horror
2549,Wing Commander,1999,1695,Action|Sci-Fi
2550,"Haunting, The",1963,1631,Horror|Thriller
2551,Dead Ringers,1988,1873,Drama|Horror|Thriller
2552,My Boyfriend's Back,1993,302,Comedy
2553,Village of the Damned,1960,1472,Horror|Sci-Fi|Thriller
2554,Children of the Damned,1963,787,Horror|Sci-Fi|Thriller
2555,Baby Geniuses,1999,1543,Comedy
2556,Telling You,1998,49,Comedy|Drama|Romance
2557,I Stand Alone (Seul contre tous),1998,242,Drama|Thriller
2558,Forces of Nature,1999,2170,Comedy|Romance
2559,"King and I, The",1999,414,Animation|Children
2560,Ravenous,1999,1592,Horror|Thriller
2561,True Crime,1999,1211,Crime|Thriller
2562,Bandits,1997,263,Drama
2563,Dangerous Beauty,1998,931,Drama
2564,"Empty Mirror, The",1996,23,Drama
2565,"King and I, The",1956,4168,Drama|Musical|Romance
2566,Doug's 1st Movie,1999,304,Animation|Children
2567,EDtv,1999,4388,Comedy
2568,"Mod Squad, The",1999,1546,Action|Crime
2569,Among Giants,1998,61,Comedy|Drama|Romance
2570,"Walk on the Moon, A",1999,819,Drama|Romance
2571,"Matrix, The",1999,64830,Action|Sci-Fi|Thriller
2572,10 Things I Hate About You,1999,13121,Comedy|Romance
2573,Tango,1998,337,Drama|Musical
2574,"Out-of-Towners, The",1999,1558,Comedy
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",1998,1425,Drama
2576,"Love, etc.",1996,40,Drama
2577,Metroland,1997,246,Comedy|Drama
2578,"Sticky Fingers of Time, The",1997,102,Sci-Fi
2579,Following,1998,1446,Crime|Mystery|Thriller
2580,Go,1999,9183,Comedy|Crime
2581,Never Been Kissed,1999,8671,Comedy|Romance
2582,Twin Dragons (Shuang long hui),1992,564,Action|Comedy
2583,Cookie's Fortune,1999,2030,Comedy|Drama
2584,Foolish,1999,25,Comedy
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1998,631,Drama|Romance
2586,Goodbye Lover,1999,178,Comedy|Crime|Thriller
2587,Life,1999,967,Comedy|Crime|Drama
2588,Cloudland,1998,19,Animation
2589,Friends & Lovers,1999,368,Comedy|Drama|Romance
2590,Hideous Kinky,1998,634,Drama
2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),1998,36,Comedy|Drama|Romance
2592,"Joyriders, The",1999,36,Drama
2593,"Monster, The (Mostro, Il)",1994,539,Comedy
2594,Open Your Eyes (Abre los ojos),1997,2729,Drama|Romance|Sci-Fi|Thriller
2595,Photographer (Fotoamator),1998,21,Documentary
2596,SLC Punk!,1998,1617,Comedy|Drama
2597,Lost & Found,1999,511,Comedy|Romance
2598,Pushing Tin,1999,4154,Comedy
2599,Election,1999,14844,Comedy
2600,eXistenZ,1999,5810,Action|Sci-Fi|Thriller
2601,"Little Bit of Soul, A",1998,21,Comedy
2602,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang),1977,57,Action|Adventure|Horror|Sci-Fi
2603,Nô,1998,37,Drama
2604,Let it Come Down: The Life of Paul Bowles,1998,30,Documentary
2605,Entrapment,1999,9622,Crime|Thriller
2606,Idle Hands,1999,2014,Comedy|Horror
2607,Get Real,1998,644,Drama|Romance
2608,Heaven,1998,54,Thriller
2609,"King of Masks, The (Bian Lian)",1996,495,Drama
2610,Three Seasons,1999,405,Drama
2611,"Winslow Boy, The",1999,1275,Drama
2612,Mildred Pierce,1945,1151,Drama|Film-Noir
2613,Night of the Comet,1984,1492,Comedy|Horror|Sci-Fi
2614,Chopping Mall (a.k.a. Killbots),1986,304,Action|Horror|Sci-Fi
2615,My Science Project,1985,1073,Adventure|Sci-Fi
2616,Dick Tracy,1990,6803,Action|Crime
2617,"Mummy, The",1999,18649,Action|Adventure|Comedy|Fantasy|Horror|Thriller
2618,"Castle, The",1997,1317,Comedy
2619,Mascara,1999,17,Drama
2620,This Is My Father,1998,253,Drama|Romance
2621,Xiu Xiu: The Sent-Down Girl (Tian yu),1998,438,Drama
2622,William Shakespeare's A Midsummer Night's Dream,1999,4132,Comedy|Fantasy
2623,Trippin',1999,50,Comedy
2624,After Life (Wandafuru raifu),1998,797,Drama|Fantasy
2625,Black Mask (Hak hap),1996,660,Action|Adventure|Crime|Sci-Fi|Thriller
2626,Edge of Seventeen,1998,297,Comedy|Drama|Romance
2627,Endurance,1999,116,Documentary|Drama
2628,Star Wars: Episode I - The Phantom Menace,1999,33306,Action|Adventure|Sci-Fi
2629,"Love Letter, The",1999,932,Comedy|Romance
2630,Besieged (a.k.a. L' Assedio),1998,402,Drama
2631,Frogs for Snakes,1998,41,Comedy|Film-Noir|Thriller
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",1965,139,Adventure|Drama|Mystery
2633,"Mummy, The",1932,2022,Horror|Romance
2634,"Mummy, The",1959,722,Horror
2635,"Mummy's Curse, The",1944,183,Horror
2636,"Mummy's Ghost, The",1944,82,Horror
2637,"Mummy's Hand, The",1940,176,Horror
2638,"Mummy's Tomb, The",1942,189,Horror
2639,Mommie Dearest,1981,1266,Drama
2640,Superman,1978,16611,Action|Adventure|Sci-Fi
2641,Superman II,1980,9532,Action|Sci-Fi
2642,Superman III,1983,5611,Action|Adventure|Sci-Fi
2643,Superman IV: The Quest for Peace,1987,3758,Action|Adventure|Sci-Fi
2644,Dracula,1931,2273,Horror
2646,House of Dracula,1945,224,Horror
2647,House of Frankenstein,1944,283,Horror
2648,Frankenstein,1931,3653,Drama|Horror|Sci-Fi
2649,Son of Frankenstein,1939,381,Horror
2650,"Ghost of Frankenstein, The",1942,184,Horror
2651,Frankenstein Meets the Wolf Man,1943,421,Horror
2652,"Curse of Frankenstein, The",1957,261,Horror
2653,Son of Dracula,1943,234,Horror
2654,"Wolf Man, The",1941,920,Drama|Fantasy|Horror
2655,Howling II: Your Sister Is a Werewolf,1985,301,Horror
2656,Tarantula,1955,372,Horror|Sci-Fi
2657,"Rocky Horror Picture Show, The",1975,14850,Comedy|Horror|Musical|Sci-Fi
2658,"Flying Saucer, The",1950,43,Sci-Fi
2659,It Came from Hollywood,1982,262,Comedy|Documentary
2660,"Thing from Another World, The",1951,1083,Horror|Sci-Fi
2661,It Came from Outer Space,1953,543,Sci-Fi
2662,"War of the Worlds, The",1953,5575,Action|Drama|Sci-Fi
2663,It Came from Beneath the Sea,1955,234,Sci-Fi
2664,Invasion of the Body Snatchers,1956,4901,Horror|Sci-Fi|Thriller
2665,Earth vs. the Flying Saucers,1956,399,Sci-Fi
2666,It Conquered the World,1956,112,Sci-Fi
2667,"Mole People, The",1956,234,Horror|Sci-Fi
2668,Swamp Thing,1982,1498,Horror|Sci-Fi
2669,Pork Chop Hill,1959,512,War
2670,Run Silent Run Deep,1958,1365,War
2671,Notting Hill,1999,14114,Comedy|Romance
2672,"Thirteenth Floor, The",1999,4408,Drama|Sci-Fi|Thriller
2673,Eternity and a Day (Mia aoniotita kai mia mera),1998,131,Drama
2674,"Loss of Sexual Innocence, The",1999,193,Drama|Fantasy
2675,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The)",1998,98,Comedy|Drama|Romance
2676,Instinct,1999,2111,Drama|Thriller
2677,Buena Vista Social Club,1999,2930,Documentary|Musical
2678,Desert Blue,1998,198,Drama
2679,Finding North,1998,59,Comedy|Drama|Romance
2680,Floating,1997,34,Drama
2681,Free Enterprise,1998,462,Comedy|Romance|Sci-Fi
2682,Limbo,1999,798,Drama
2683,Austin Powers: The Spy Who Shagged Me,1999,26716,Action|Adventure|Comedy
2684,Promise Her Anything,1999,33,Comedy|Drama
2685,"Red Dwarf, The (Nain rouge, Le)",1998,64,Comedy|Drama
2686,"Red Violin, The (Violon rouge, Le)",1998,6809,Drama|Mystery
2687,Tarzan,1999,6057,Adventure|Animation|Children|Drama
2688,"General's Daughter, The",1999,6628,Crime|Drama|Mystery|Thriller
2689,Get Bruce,1999,246,Documentary
2690,"Ideal Husband, An",1999,3065,Comedy|Romance
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1998,701,Drama
2692,Run Lola Run (Lola rennt),1998,18755,Action|Crime
2693,Trekkies,1997,1876,Documentary
2694,Big Daddy,1999,10398,Comedy
2695,"Boys, The",1998,114,Drama
2696,"Dinner Game, The (Dîner de cons, Le)",1998,1308,Comedy
2697,My Son the Fanatic,1997,402,Comedy|Drama|Romance
2698,Zone 39,1997,30,Sci-Fi
2699,Arachnophobia,1990,15683,Comedy|Horror
2700,"South Park: Bigger, Longer and Uncut",1999,18749,Animation|Comedy|Musical
2701,Wild Wild West,1999,12184,Action|Comedy|Sci-Fi|Western
2702,Summer of Sam,1999,3359,Drama
2703,Broken Vessels,1998,40,Drama
2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les)",1991,500,Drama|Romance
2705,"Late August, Early September (Fin août, début septembre)",1998,130,Drama
2706,American Pie,1999,25291,Comedy|Romance
2707,Arlington Road,1999,7939,Thriller
2708,"Autumn Tale, An (Conte d'automne)",1998,595,Romance
2709,Muppets From Space,1999,1987,Children|Comedy
2710,"Blair Witch Project, The",1999,21159,Drama|Horror|Thriller
2711,My Life So Far,1999,334,Drama
2712,Eyes Wide Shut,1999,16637,Drama|Mystery|Thriller
2713,Lake Placid,1999,4340,Horror|Thriller
2714,"Wood, The",1999,610,Drama
2715,"Velocity of Gary, The",1998,134,Comedy|Romance
2716,Ghostbusters (a.k.a. Ghost Busters),1984,31097,Action|Comedy|Sci-Fi
2717,Ghostbusters II,1989,9155,Comedy|Fantasy|Sci-Fi
2718,Drop Dead Gorgeous,1999,3407,Comedy
2719,"Haunting, The",1999,5347,Horror|Thriller
2720,Inspector Gadget,1999,4417,Action|Adventure|Children|Comedy
2721,Trick,1999,691,Comedy|Romance
2722,Deep Blue Sea,1999,8662,Action|Horror|Sci-Fi|Thriller
2723,Mystery Men,1999,9487,Action|Comedy|Fantasy
2724,Runaway Bride,1999,9656,Comedy|Romance
2725,Twin Falls Idaho,1999,739,Drama
2726,"Killing, The",1956,2238,Crime|Film-Noir
2727,Killer's Kiss,1955,366,Crime|Film-Noir
2728,Spartacus,1960,5543,Action|Drama|Romance|War
2729,Lolita,1962,3321,Drama|Romance
2730,Barry Lyndon,1975,2651,Drama|Romance|War
2731,"400 Blows, The (Les quatre cents coups)",1959,3076,Crime|Drama
2732,Jules and Jim (Jules et Jim),1961,1849,Drama|Romance
2733,Vibes,1988,310,Adventure|Comedy|Romance
2734,"Mosquito Coast, The",1986,2827,Adventure|Drama|Thriller
2735,"Golden Child, The",1986,4098,Action|Adventure|Comedy|Fantasy|Mystery
2736,Brighton Beach Memoirs,1986,1496,Comedy
2737,Assassination,1987,120,Action|Drama|Thriller
2738,Crimes of the Heart,1986,530,Comedy|Drama
2739,"Color Purple, The",1985,6391,Drama
2740,"Kindred, The",1986,86,Horror|Sci-Fi
2741,No Mercy,1986,337,Action|Crime|Thriller
2742,Ménage (Tenue de soirée),1986,47,Comedy|Drama
2743,Native Son,1986,99,Drama
2744,Otello,1986,261,Drama
2745,"Mission, The",1986,2502,Drama
2746,Little Shop of Horrors,1986,9524,Comedy|Horror|Musical
2747,"Little Shop of Horrors, The",1960,3255,Comedy|Horror
2748,Allan Quatermain and the Lost City of Gold,1987,976,Action|Adventure|Comedy
2749,"Morning After, The",1986,579,Drama|Mystery
2750,Radio Days,1987,2316,Comedy|Drama
2751,From the Hip,1987,341,Comedy|Drama
2752,Outrageous Fortune,1987,1008,Comedy|Mystery
2753,"Bedroom Window, The",1987,333,Thriller
2754,Deadtime Stories,1987,74,Horror
2755,Light of Day,1987,184,Drama
2756,Wanted: Dead or Alive,1987,225,Action
2757,Frances,1982,784,Drama
2758,Plenty,1985,214,Drama
2759,Dick,1999,3067,Comedy
2760,"Gambler, The (Játékos, A)",1997,53,Drama
2761,"Iron Giant, The",1999,9546,Adventure|Animation|Children|Drama|Sci-Fi
2762,"Sixth Sense, The",1999,44055,Drama|Horror|Mystery
2763,"Thomas Crown Affair, The",1999,13495,Action|Mystery
2764,"Thomas Crown Affair, The",1968,3114,Crime|Drama|Romance|Thriller
2765,"Acid House, The",1998,274,Comedy|Drama
2766,"Adventures of Sebastian Cole, The",1998,291,Comedy|Drama
2767,Illuminata,1998,293,Comedy
2768,Stiff Upper Lips,1998,82,Comedy
2769,"Yards, The",2000,727,Crime|Drama
2770,Bowfinger,1999,11247,Comedy
2771,Brokedown Palace,1999,1702,Drama
2772,Detroit Rock City,1999,2184,Comedy
2773,Alice and Martin (Alice et Martin),1998,98,Drama
2774,Better Than Chocolate,1999,748,Comedy|Romance
2775,Head On,1998,168,Drama
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",1997,149,Documentary
2777,Cobra,1925,96,Drama
2778,Never Talk to Strangers,1995,201,Crime|Drama|Romance|Thriller
2779,Heaven Can Wait,1978,2383,Comedy
2780,"Raven, The",1963,463,Comedy|Horror
2781,"Tingler, The",1959,361,Horror
2782,Pit and the Pendulum,1961,694,Horror
2783,"Tomb of Ligeia, The",1965,121,Horror
2784,"Masque of the Red Death, The",1964,489,Horror
2785,Tales of Terror,1962,128,Horror
2786,Haunted Honeymoon,1986,397,Comedy
2787,Cat's Eye,1985,1121,Horror
2788,Monty Python's And Now for Something Completely Different,1971,6063,Comedy
2789,Damien: Omen II,1978,1379,Horror
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",1981,560,Horror|Thriller
2791,Airplane!,1980,20289,Comedy
2792,Airplane II: The Sequel,1982,4825,Comedy
2793,"American Werewolf in Paris, An",1997,2307,Comedy|Horror|Romance|Thriller
2794,European Vacation (aka National Lampoon's European Vacation),1985,3465,Adventure|Comedy|Romance
2795,National Lampoon's Vacation,1983,6705,Comedy
2796,Funny Farm,1988,1399,Comedy
2797,Big,1988,20860,Comedy|Drama|Fantasy|Romance
2798,Problem Child,1990,1852,Children|Comedy
2799,Problem Child 2,1991,1209,Comedy
2800,Little Nemo: Adventures in Slumberland,1992,302,Adventure|Animation|Children|Drama|Fantasy
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),1997,882,Drama|Romance
2802,Tequila Sunrise,1988,2119,Action|Drama|Romance|Thriller
2803,"Pelican Brief, The",1993,5453,Crime|Drama|Mystery|Romance|Thriller
2804,"Christmas Story, A",1983,13900,Children|Comedy
2805,Mickey Blue Eyes,1999,5372,Comedy|Romance
2806,Teaching Mrs. Tingle,1999,1840,Comedy|Thriller
2807,Universal Soldier: The Return,1999,1366,Action|Sci-Fi
2808,Universal Soldier,1992,4637,Action|Sci-Fi
2809,Love Stinks,1999,284,Comedy
2810,Perfect Blue,1997,1324,Animation|Horror|Mystery|Thriller
2811,With Friends Like These...,1998,44,Comedy
2812,In Too Deep,1999,337,Action|Thriller
2813,"Source, The",1999,142,Documentary
2814,"Bat, The",1959,92,Horror
2815,Iron Eagle,1986,1807,Action|War
2816,Iron Eagle II,1988,1014,Action|War
2817,Aces: Iron Eagle III,1992,759,Action
2818,Iron Eagle IV,1995,480,Action|War
2819,Three Days of the Condor (3 Days of the Condor),1975,3668,Drama|Mystery|Romance|Thriller
2820,Hamlet,1964,358,Drama
2821,Male and Female,1919,32,Adventure|Drama
2822,Medicine Man,1992,1973,Adventure|Romance
2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See)",1919,44,Action|Adventure|Drama
2824,On the Ropes,1999,147,Documentary|Drama
2825,Rosie,1998,71,Drama
2826,"13th Warrior, The",1999,8652,Action|Adventure|Fantasy
2827,"Astronaut's Wife, The",1999,3188,Horror|Sci-Fi|Thriller
2828,Dudley Do-Right,1999,995,Children|Comedy
2829,"Muse, The",1999,1744,Comedy
2830,Cabaret Balkan (Bure Baruta),1998,144,Drama
2831,A Dog of Flanders,1999,99,Children|Drama
2832,"Lost Son, The",1999,40,Drama
2833,Lucie Aubrac,1997,183,Romance|War
2834,"Very Thought of You, The",1998,204,Comedy|Romance
2835,Chill Factor,1999,493,Action|Adventure|Comedy|Thriller
2836,Outside Providence,1999,1369,Comedy
2837,Bedrooms & Hallways,1998,208,Comedy|Romance
2838,I Woke Up Early the Day I Died,1998,29,Comedy|Crime|Thriller
2839,West Beirut (West Beyrouth),1998,211,Drama
2840,Stigmata,1999,5712,Drama|Thriller
2841,Stir of Echoes,1999,4786,Horror|Mystery|Thriller
2842,Best Laid Plans,1999,427,Crime|Drama
2843,"Black Cat, White Cat (Crna macka, beli macor)",1998,1592,Comedy|Romance
2844,"Minus Man, The",1999,579,Drama|Mystery
2845,Whiteboyz,1999,50,Comedy|Drama
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",1986,1611,Adventure|Children|Comedy|Drama
2847,Only Angels Have Wings,1939,375,Adventure|Drama|Romance
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",1952,408,Drama
2849,Queens Logic,1991,204,Comedy|Drama
2850,Public Access,1993,59,Drama|Thriller
2851,Saturn 3,1980,640,Adventure|Sci-Fi|Thriller
2852,"Soldier's Story, A",1984,1105,Drama
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",1976,193,Horror|Mystery
2854,Don't Look in the Basement!,1973,73,Horror
2855,Nightmares,1983,107,Horror
2856,I Saw What You Did,1965,511,Thriller
2857,Yellow Submarine,1968,5079,Adventure|Animation|Comedy|Fantasy|Musical
2858,American Beauty,1999,51648,Drama|Romance
2859,Stop Making Sense,1984,2329,Documentary|Musical
2860,Blue Streak,1999,2052,Comedy
2861,For Love of the Game,1999,2535,Comedy|Drama
2862,Caligula,1979,1087,Drama
2863,"Hard Day's Night, A",1964,4553,Adventure|Comedy|Musical
2864,Splendor,1999,181,Comedy
2865,Sugar Town,1999,149,Comedy
2866,"Buddy Holly Story, The",1978,1451,Drama
2867,Fright Night,1985,2149,Comedy|Horror|Thriller
2868,Fright Night Part II,1988,438,Horror
2869,"Separation, The (Séparation, La)",1994,54,Drama
2870,Barefoot in the Park,1967,1349,Comedy
2871,Deliverance,1972,9465,Adventure|Drama|Thriller
2872,Excalibur,1981,7316,Adventure|Fantasy
2873,Lulu on the Bridge,1998,223,Drama|Mystery|Romance
2874,"Pajama Game, The",1957,474,Comedy|Musical|Romance
2875,Sommersby,1993,2122,Drama|Mystery|Romance
2876,Thumbelina,1994,479,Animation|Children|Fantasy
2877,Tommy,1975,1760,Musical
2878,Hell Night,1981,201,Horror
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),1991,1067,Action|Adventure|Comedy
2880,Armour of God (Long xiong hu di),1987,496,Action|Adventure|Comedy
2881,Double Jeopardy,1999,9025,Action|Crime|Drama|Thriller
2882,Jakob the Liar,1999,1038,Drama
2883,Mumford,1999,1909,Comedy|Drama
2884,Dog Park,1998,313,Comedy|Romance
2885,Guinevere,1999,577,Drama|Romance
2886,"Adventures of Elmo in Grouchland, The",1999,408,Children|Comedy
2887,Simon Sez,1999,119,Action|Comedy
2888,Drive Me Crazy,1999,1193,Comedy|Romance
2889,"Mystery, Alaska",1999,1984,Comedy|Drama
2890,Three Kings,1999,13577,Action|Adventure|Comedy|Drama|War
2891,"Happy, Texas",1999,1430,Comedy
2892,New Rose Hotel,1998,155,Action|Drama
2893,Plunkett & MaCleane,1999,511,Action|Adventure|Drama
2894,Romance,1999,549,Drama|Romance
2896,Alvarez Kelly,1966,109,Western
2897,And the Ship Sails On (E la nave va),1983,192,Comedy|War
2898,"Dark Half, The",1993,701,Horror|Mystery
2899,Gulliver's Travels,1939,709,Adventure|Animation|Children
2900,Monkey Shines,1988,924,Horror|Sci-Fi
2901,Phantasm,1979,1870,Horror|Sci-Fi
2902,Psycho II,1983,1163,Horror|Mystery|Thriller
